,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_HYBRID CNOTs,MPATH_HYBRID Depth,MPATH_HYBRID Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std.",A* CNOTs,A* Depth,A* Time
hwb4_49.qasm,165,333,0.07565239000001611,183,302,0.27955478399999834,0.7985074626865671,0.4853041936683316,2.916256157635468,3.3744741277444645,165,319,0.006977121999995006
4mod5-bdd_287.qasm,51,99,0.02123897000001307,45,86,0.04646984400000065,0.7560975609756098,0.4294345576014392,2.037037037037037,1.9337448121787577,39,80,0.0018184969999879286
decod24-v0_38.qasm,30,64,0.01451756699998441,27,61,0.035125380000010864,0.7666666666666667,0.42295258468165065,2.025,1.9037791363495922,27,59,0.0021553549999566712
4gt4-v1_74.qasm,222,411,0.09824002499999551,222,410,0.1638725359999853,0.7727272727272727,0.4904639636566674,3.5657894736842106,5.603888514415186,234,378,0.0067820579999988695
4gt12-v0_87.qasm,183,335,0.08343092500001603,180,335,0.13834936799997877,0.8549618320610687,0.567869157660986,3.5,6.133630945160344,195,339,0.01006482299999334
4gt12-v0_86.qasm,192,349,0.08577748999999812,192,346,0.14416312600002357,0.8592592592592593,0.5599333685619039,3.447004608294931,6.046532522343494,204,352,0.010420464000048923
4mod5-v1_23.qasm,63,110,0.025945884999998725,54,97,0.05207528199997569,0.7804878048780488,0.4139161645970035,2.2203389830508473,2.59117012119137,54,98,0.002610516999993706
sf_274.qasm,660,1186,0.30509497799999963,675,1192,0.4933879920000095,0.7706422018348624,0.5181659173006583,3.825617283950617,5.913378683837751,672,1097,0.0199067479999826
4mod5-v0_18.qasm,51,98,0.023166112000012618,48,89,0.0487376670000117,0.775,0.4175823272122517,2.240740740740741,2.8863355287693926,51,92,0.0031660969999620647
majority_239.qasm,480,871,0.20625606900000548,480,871,0.3517097580000268,0.7761627906976745,0.5331033945803967,4.30873786407767,6.972889342708206,441,809,0.010259718000042994
hwb5_53.qasm,1227,2026,0.5361805580000123,1215,1995,0.9560720979999928,0.7889182058047494,0.4794275843264963,3.7517123287671232,6.206492166524958,1089,1875,0.04581906999999319
ham7_104.qasm,255,455,0.1118752770000242,261,457,0.19436109599996598,0.8054054054054054,0.49316733958733155,3.580071174377224,7.391070980855516,237,430,0.008167107000019769
rd53_135.qasm,249,410,0.10837038500000062,249,412,0.1793450049999592,0.8427672955974843,0.5555278660873858,3.8588235294117648,6.444610956498679,258,414,0.008041215999980977
rd32_270.qasm,57,111,0.025576512000043294,57,96,0.05700549900001306,0.7659574468085106,0.42339890940707237,2.8636363636363638,4.0033560301492335,69,104,0.003261332000022321
cm152a_212.qasm,1029,1756,0.5399804770000287,1038,1758,0.8497166180000022,0.7777777777777778,0.5410383970741005,4.627431906614786,8.298674734818368,1233,1873,0.056347053000024516
4gt10-v1_81.qasm,114,218,0.04851420600004985,108,183,0.09968541699998923,0.7857142857142857,0.48968961431436037,2.9919354838709675,3.127649761097897,111,194,0.003215602000011586
qft_10.qasm,105,155,0.05777689600000713,186,237,0.40662120199999663,1.4285714285714286,0.8491692619108098,1.904,0.9245452936443946,174,250,0.0071720020000043405
rd53_251.qasm,1146,1874,0.49737076799999613,1179,1910,0.9327483370000209,0.7921348314606742,0.531634054907444,4.789569990850869,13.01922011857037,1104,1811,0.02972499599997036
squar5_261.qasm,1965,2961,1.0658929580000063,1866,2925,1.4143644110000082,0.8284080076263107,0.5567108922183257,5.9742976688583385,18.46736503426742,1794,2767,0.05153722599999355
4gt4-v0_78.qasm,180,333,0.0778014869999879,180,336,0.13794097599998167,0.7956204379562044,0.5001997576353815,3.7438423645320196,5.944190276573974,195,335,0.008811879000006684
4gt13-v1_93.qasm,42,90,0.017641240999978436,42,74,0.04556130899999289,0.7692307692307693,0.5292248061679563,3.0,3.336476505491701,45,84,0.0018196969999735302
4gt4-v0_73.qasm,306,575,0.13442862599998762,303,573,0.22614509799996085,0.788546255506608,0.504823518970107,3.6637426900584797,5.995692998334957,333,546,0.013696349000042574
one-two-three-v0_97.qasm,225,421,0.09523618599996553,231,422,0.16536159899999348,0.7852760736196319,0.5165046669901641,3.1538461538461537,3.5927016923223074,234,390,0.006863560999988749
rd84_142.qasm,303,369,0.15226611500003173,348,359,7.427588713000034,1.4,0.9165151389911678,2.297202797202797,2.6309998114451365,330,349,0.010316291000037836
4mod7-v1_96.qasm,120,228,0.0567694360000246,132,212,0.11858483399998931,0.7659574468085106,0.5141721690891307,2.9185185185185185,3.008757223079796,126,219,0.004654684000001907
f2_232.qasm,1131,1828,0.48457283300001563,1119,1795,0.7847960980000153,0.7859281437125748,0.5338647428880741,4.985192497532083,15.16759866449692,1143,1727,0.03703740599996763
sym9_146.qasm,294,417,0.1344676140000729,303,387,4.45427746200005,1.1653543307086613,0.6846319722609184,2.252707581227437,2.1023542496509853,258,380,0.0071528480000324635
alu-v4_36.qasm,72,151,0.03414857400002802,69,130,0.07455499100001362,0.7727272727272727,0.4860307555256194,2.8947368421052633,3.2199172405530985,69,140,0.0026390089999495103
alu-bdd_288.qasm,66,122,0.02761831500004064,63,111,0.05974230999993324,0.7916666666666666,0.45452967144315476,2.9705882352941178,4.6588643789058795,69,108,0.00328814500005592
4gt5_75.qasm,60,117,0.026461290999918674,66,104,0.06006414599994514,0.8085106382978723,0.5314891913530552,2.9565217391304346,2.990006459247037,63,112,0.0033124749999160485
alu-v2_32.qasm,129,233,0.05475606400000288,117,199,0.11191081599997688,0.782608695652174,0.5070392952039391,2.9708029197080292,3.1296594013500303,123,237,0.003919772999893212
qft_16.qasm,432,300,0.2718263349999006,432,302,0.3391278120000152,2.2857142857142856,1.2999215046945516,1.816860465116279,0.7987312055188222,537,689,0.018712628999992376
decod24-v2_43.qasm,33,69,0.013825022999981229,33,67,0.03574888100001772,0.7333333333333333,0.4422166387140533,2.076923076923077,1.6390212117432705,30,64,0.002181874999905631
cnt3-5_180.qasm,384,567,0.18487609099997826,411,450,0.8812051339999698,1.0287081339712918,0.7182772824801992,2.7054455445544554,2.7637809604832384,351,559,0.009897842999976092
sqrt8_260.qasm,2835,4481,1.3972503390000384,2859,4476,2.2998433640000258,0.7920433996383364,0.5474776249072619,6.991001564945227,20.809091934406528,3108,4498,0.1047735700000203
4gt13_92.qasm,45,88,0.02052181399994879,45,75,0.048464590000094177,0.7894736842105263,0.4677997061745046,3.0925925925925926,3.2618361025571367,57,99,0.002297401999953763
cnt3-5_179.qasm,144,161,0.0751530059999368,150,167,0.11357440200004021,1.3934426229508197,0.9103897296337587,3.523489932885906,7.271885636220808,213,238,0.007538577999980589
ex2_227.qasm,636,1014,0.2883819720000247,558,961,0.40729883799997424,0.7746478873239436,0.514499157490969,4.3007518796992485,7.259668132192004,582,941,0.019062894999933633
rd73_140.qasm,192,286,0.08713305300000229,225,283,1.3129594279999992,1.1304347826086956,0.6791521457310136,2.1875,1.9648605760545286,207,275,0.008195634999992762
mod5d2_64.qasm,60,95,0.022882587000026433,45,71,0.04227969400005804,0.78125,0.41339864235384227,2.6666666666666665,2.9135697844549546,39,76,0.002306945999976051
wim_266.qasm,849,1487,0.3980056619999459,834,1412,0.6929793939999627,0.830739299610895,0.5856160397761396,4.736009732360097,13.985729349601135,933,1432,0.03398250600002939
rd53_133.qasm,465,834,0.20594826000001376,462,825,0.34411352799997985,0.7828746177370031,0.5462804386142903,4.3428571428571425,7.037276838815029,495,800,0.01817260500001794
4gt4-v0_72.qasm,222,366,0.10082524400002058,216,367,0.15773306500000217,0.8248175182481752,0.5523382310187624,3.364485981308411,5.055565127112534,216,339,0.012014017000069543
