,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_HYBRID CNOTs,MPATH_HYBRID Depth,MPATH_HYBRID Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std.",A* CNOTs,A* Depth,A* Time
aj-e11_165.qasm,126,219,0.05594315499999425,99,188,0.13379646999999295,0.8023255813953488,0.47787726948917486,2.723076923076923,3.063470592482637,105,201,0.0037846319999914613
alu-v0_26.qasm,63,119,0.02752089999998475,66,108,0.07987216600000124,0.7755102040816326,0.46358435475920606,2.9571428571428573,3.1956922535800962,69,118,0.002877753000007033
sym6_316.qasm,228,357,0.10729193000000237,219,360,0.6261424439999814,0.9111111111111111,0.5769224438109852,2.7489177489177488,3.7087921917213547,252,379,0.008775471999996398
decod24-bdd_294.qasm,60,97,0.024978029000010338,48,91,0.12037470000001349,0.8,0.45825756949558405,1.7543859649122806,0.7322328685862879,39,79,0.0028783450000275934
dc1_220.qasm,1785,2836,0.8936670139999876,1833,2512,2.8482457430000068,0.802504816955684,0.5504539092774611,6.587242026266416,29.257024297680324,2064,3010,0.06421128100001283
decod24-enable_126.qasm,279,492,0.12675968499999613,255,443,0.3091879669999855,0.7842105263157895,0.47101587624906055,3.5674740484429064,7.742600945297093,303,474,0.011157929999995986
one-two-three-v2_100.qasm,48,89,0.019929169000022284,48,90,0.0587346529999877,0.8,0.45825756949558405,2.9310344827586206,3.6993106019697,63,97,0.003008993000008786
mod5adder_127.qasm,489,800,0.21509597999997254,498,760,0.8197087019999856,0.7913907284768212,0.5142267901443082,3.6673866090712743,5.647449688718133,510,754,0.014870846999997411
one-two-three-v3_101.qasm,45,90,0.01974957599998106,45,88,0.06159869999999046,0.8,0.45825756949558405,2.8135593220338984,3.451723108242088,48,88,0.0019090619999815317
mod8-10_177.qasm,384,663,0.16854460999999787,366,587,0.5258889499999952,0.7808764940239044,0.49276925889831863,3.566137566137566,5.347413596454995,390,614,0.01350332800001297
sf_276.qasm,663,1191,0.29447166699998206,681,1054,0.8115466079999862,0.7724137931034483,0.5039361515779768,3.836671802773498,5.9500601712711525,609,1025,0.025752390999997488
cm42a_207.qasm,1599,2587,0.8203885009999965,1590,2374,2.6440117169999837,0.8202127659574469,0.5692622674995528,5.5650708024275115,21.15403595374996,1797,2659,0.0694699729999968
4gt12-v1_89.qasm,201,346,0.0887781099999927,183,306,0.22007353300000432,0.7692307692307693,0.5044183480232308,3.526315789473684,4.898640209310846,180,301,0.008478037000003269
pm1_249.qasm,1443,2472,0.7439034460000187,1521,2255,2.4161149990000013,0.8202127659574469,0.5692622674995528,5.5650708024275115,21.15403595374996,1797,2659,0.07037292199999001
mod10_171.qasm,189,335,0.0828596540000035,183,317,0.2692512810000096,0.7769784172661871,0.5095232002770007,3.0436893203883497,3.363573282071691,171,337,0.004161430999999993
decod24-v1_41.qasm,63,125,0.026770365999993828,60,106,0.07472505600000545,0.76,0.47159304490206383,2.7857142857142856,2.9026729412873293,63,121,0.0026984950000041863
4gt12-v0_88.qasm,165,280,0.07135327900002153,162,280,0.18317535299999577,0.7962962962962963,0.5047782655718152,3.2546583850931676,4.721142486091951,156,238,0.009585232999995696
rd53_138.qasm,111,167,0.13557789699999034,93,131,0.34840403600000514,1.0714285714285714,0.6507452556531642,2.0925925925925926,1.7349193440374977,114,142,0.0060010610000063025
4gt4-v0_79.qasm,186,337,0.08194531600000232,198,286,0.3641977949999955,0.7954545454545454,0.5036027228672805,3.520408163265306,5.346617454124587,183,323,0.008444573000019773
alu-v3_34.qasm,39,74,0.01568246800002271,39,73,0.04819889100002683,0.8,0.4,2.0930232558139537,1.7496039882608398,33,63,0.0017595850000020619
decod24-v3_45.qasm,102,204,0.04365435099998649,102,204,0.12447404299996379,0.7619047619047619,0.5028264781414971,3.165289256198347,3.5334227253472337,108,206,0.00372688000004473
4gt4-v0_80.qasm,162,267,0.0673319480000032,147,250,0.17156645300002538,0.7821782178217822,0.49958320045714316,3.4093959731543624,4.973774744157739,141,237,0.004200114000013855
mod8-10_178.qasm,294,491,0.12747426300001052,288,457,0.45750746400000253,0.7875647668393783,0.510461314476697,3.7054794520547945,5.669152056886315,303,477,0.011573531999999886
hwb4_49.qasm,165,331,0.07819823500000211,174,295,0.28263091600001644,0.7985074626865671,0.4853041936683316,2.916256157635468,3.3744741277444645,165,319,0.007033525999986523
4mod5-bdd_287.qasm,54,98,0.021550143000013122,51,92,0.06678520499997376,0.7560975609756098,0.4294345576014392,2.037037037037037,1.9337448121787577,39,80,0.0019212280000147075
decod24-v0_38.qasm,45,74,0.017159384000024147,27,60,0.04495014499997296,0.7666666666666667,0.42295258468165065,2.025,1.9037791363495922,27,59,0.0019519159999958902
4gt4-v1_74.qasm,219,408,0.09931115099999488,216,338,0.26001132099997903,0.7727272727272727,0.4904639636566674,3.5657894736842106,5.603888514415187,234,378,0.006896168999958263
4gt12-v0_87.qasm,195,339,0.08355910000000222,201,333,0.22391197299998566,0.8549618320610687,0.567869157660986,3.5,6.133630945160344,195,339,0.009899781999990864
4gt12-v0_86.qasm,201,350,0.08661568399998032,207,345,0.232014300000003,0.8592592592592593,0.5599333685619039,3.447004608294931,6.046532522343494,204,352,0.01020202199998721
4mod5-v1_23.qasm,63,110,0.02566117200001372,54,97,0.06810682600001883,0.7804878048780488,0.4139161645970035,2.2203389830508473,2.59117012119137,54,98,0.002389591999985896
sf_274.qasm,666,1196,0.33529835799998864,657,1003,0.9237119370000073,0.7706422018348624,0.5181659173006583,3.825617283950617,5.913378683837751,672,1097,0.022381815000017014
4mod5-v0_18.qasm,60,103,0.027556665000020075,45,89,0.06407650700003842,0.775,0.4175823272122517,2.240740740740741,2.8863355287693926,51,92,0.0030988030000003164
majority_239.qasm,480,877,0.21376283299997567,573,762,0.7909177910000267,0.7761627906976745,0.5331033945803967,4.30873786407767,6.972889342708206,441,809,0.010186320999991949
hwb5_53.qasm,1209,2007,0.5318734210000002,1167,1776,1.5881014039999855,0.7889182058047494,0.4794275843264963,3.7517123287671232,6.206492166524958,1089,1875,0.04440513000002966
ham7_104.qasm,267,457,0.1142153589999566,279,431,0.3927898570000252,0.8054054054054054,0.49316733958733155,3.580071174377224,7.391070980855517,237,430,0.00803194800005258
rd53_135.qasm,246,409,0.11461897399999543,279,344,0.7373824090000198,0.8427672955974843,0.5555278660873858,3.8588235294117648,6.44461095649868,258,414,0.008403865999980553
rd32_270.qasm,60,115,0.024249698999994962,57,96,0.07156789900000149,0.7659574468085106,0.42339890940707237,2.8636363636363638,4.0033560301492335,69,104,0.0033602939999468617
cm152a_212.qasm,1008,1776,0.5718714550000072,1119,1564,2.014174871000023,0.7777777777777778,0.5410383970741005,4.627431906614786,8.298674734818368,1233,1873,0.05335588899998811
4gt10-v1_81.qasm,105,207,0.15144443999997748,102,197,0.13486924200003614,0.7857142857142857,0.48968961431436037,2.9919354838709675,3.127649761097897,111,194,0.003188394000005701
qft_10.qasm,117,163,0.06441047100003061,126,165,0.3531692880000037,1.4285714285714286,0.8491692619108098,1.904,0.9245452936443946,174,250,0.006912866999982725
rd53_251.qasm,1113,1879,0.6051339599999892,1083,1690,1.4870810849999998,0.7921348314606742,0.531634054907444,4.789569990850869,13.019220118570368,1104,1811,0.029512420000003203
squar5_261.qasm,1902,2940,0.971238851999999,2085,2545,3.5275709399999755,0.8284080076263107,0.5567108922183257,5.9742976688583385,18.46736503426742,1794,2767,0.05159651399998211
4gt4-v0_78.qasm,201,349,0.08856735000000526,204,296,0.2884544890000029,0.7956204379562044,0.5001997576353815,3.7438423645320196,5.944190276573974,195,335,0.008931837000034193
4gt13-v1_93.qasm,42,91,0.01738022000000683,42,74,0.05488679000001184,0.7692307692307693,0.5292248061679563,3.0,3.336476505491701,45,84,0.0022358929999768407
4gt4-v0_73.qasm,327,606,0.14285498200001712,348,551,0.516073849999998,0.788546255506608,0.504823518970107,3.6637426900584797,5.995692998334957,333,546,0.014149923999980274
one-two-three-v0_97.qasm,231,422,0.09716905900000938,219,365,0.32957725400001436,0.7852760736196319,0.5165046669901641,3.1538461538461537,3.5927016923223074,234,390,0.006770804999973734
rd84_142.qasm,342,336,0.1683762060000049,321,347,10.665165021000007,1.4,0.9165151389911678,2.297202797202797,2.6309998114451365,330,349,0.010073243000022103
4mod7-v1_96.qasm,120,228,0.051353800000015326,123,231,0.14655183399997895,0.7659574468085106,0.5141721690891307,2.9185185185185185,3.008757223079796,126,219,0.004138825999916662
f2_232.qasm,996,1771,0.46188815300001806,1005,1599,1.2281318230000124,0.7859281437125748,0.5338647428880741,4.985192497532083,15.16759866449692,1143,1727,0.036660299999994095
sym9_146.qasm,279,390,0.12875586500001646,270,364,3.930347354999981,1.1653543307086613,0.6846319722609184,2.252707581227437,2.1023542496509853,258,380,0.0073249759999498565
alu-v4_36.qasm,81,163,0.034003791000031924,72,134,0.09616095199999108,0.7727272727272727,0.4860307555256194,2.8947368421052633,3.2199172405530985,69,140,0.002213839999967604
alu-bdd_288.qasm,66,118,0.027626585000007253,63,111,0.07614438899997822,0.7916666666666666,0.45452967144315476,2.9705882352941178,4.6588643789058795,69,108,0.003281857999922977
4gt5_75.qasm,57,116,0.02645877699990251,60,120,0.0766488860000436,0.8085106382978723,0.5314891913530552,2.9565217391304346,2.9900064592470375,63,112,0.0032444570000507156
alu-v2_32.qasm,129,235,0.056325761000039165,117,199,0.14302043800000774,0.782608695652174,0.5070392952039391,2.9708029197080292,3.12965940135003,123,237,0.003880933000004916
qft_16.qasm,357,294,0.21249612300005083,363,313,3.157201248999968,2.2857142857142856,1.2999215046945516,1.816860465116279,0.7987312055188222,537,689,0.018056728000033218
decod24-v2_43.qasm,33,69,0.014245578999975805,33,67,0.0444830080000429,0.7333333333333333,0.4422166387140533,2.076923076923077,1.6390212117432705,30,64,0.0022313299999723313
cnt3-5_180.qasm,423,561,0.19877531100007673,471,478,3.0221891200000073,1.0287081339712918,0.7182772824801992,2.7054455445544554,2.7637809604832384,351,559,0.010682676999977048
sqrt8_260.qasm,2856,4359,1.5145953479999434,3054,3941,4.880000253999924,0.7920433996383364,0.5474776249072619,6.991001564945227,20.809091934406528,3108,4498,0.10551277100000789
4gt13_92.qasm,45,88,0.021188489999985904,45,75,0.057581042000037996,0.7894736842105263,0.4677997061745046,3.0925925925925926,3.2618361025571367,57,99,0.0023884239999460988
cnt3-5_179.qasm,162,178,0.08216826699992907,150,84,0.5910778439999831,1.3934426229508197,0.9103897296337587,3.523489932885906,7.271885636220808,213,238,0.007846660000041084
ex2_227.qasm,564,972,0.2490443829999549,588,872,0.6956585780000069,0.7746478873239436,0.514499157490969,4.3007518796992485,7.259668132192004,582,941,0.019213099000012335
rd73_140.qasm,204,276,0.09357813099995838,192,264,1.5287264460000642,1.1304347826086956,0.6791521457310136,2.1875,1.9648605760545286,207,275,0.007597017999955824
mod5d2_64.qasm,57,94,0.021490818000074796,45,71,0.05433900100001665,0.78125,0.41339864235384227,2.6666666666666665,2.9135697844549546,39,76,0.0026760099999592057
wim_266.qasm,870,1454,0.3867310709999856,879,1193,1.421170275999998,0.830739299610895,0.5856160397761396,4.736009732360097,13.985729349601135,933,1432,0.03307419700001901
rd53_133.qasm,462,827,0.21470700400004716,498,762,0.8248505010000144,0.7828746177370031,0.5462804386142903,4.3428571428571425,7.037276838815028,495,800,0.018376462999981413
4gt4-v0_72.qasm,216,367,0.09721333599998161,207,303,0.29647934399997666,0.8248175182481752,0.5523382310187624,3.364485981308411,5.055565127112534,216,339,0.011937401000068348
