,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_HYBRID CNOTs,MPATH_HYBRID Depth,MPATH_HYBRID Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std.",A* CNOTs,A* Depth,A* Time
alu-v0_26.qasm,66,120,0.027112705999996933,63,116,0.07718301300002395,0.7755102040816326,0.46358435475920606,2.9571428571428573,3.1956922535800962,69,118,0.0029172699999833185
sym6_316.qasm,234,360,0.10491581299999098,234,358,0.5834514899999874,0.9111111111111111,0.5769224438109852,2.7489177489177488,3.7087921917213547,252,379,0.009093013000011752
decod24-bdd_294.qasm,51,90,0.04535053399999356,54,92,0.12611051400000406,0.8,0.45825756949558405,1.7543859649122806,0.7322328685862879,39,79,0.003176045000003569
dc1_220.qasm,1671,2696,0.8206359389999989,1824,2414,3.3497558079999976,0.802504816955684,0.5504539092774611,6.587242026266416,29.257024297680324,2064,3010,0.07052121099999908
decod24-enable_126.qasm,279,496,0.31487382699998534,255,464,0.3667192309999905,0.7842105263157895,0.47101587624906055,3.5674740484429064,7.742600945297093,303,474,0.011919677000008733
one-two-three-v2_100.qasm,48,88,0.025497374000025275,48,90,0.07744426400000748,0.8,0.45825756949558405,2.9310344827586206,3.6993106019697,63,97,0.003123804000011887
mod5adder_127.qasm,480,805,0.22596633599999905,474,750,0.8158762409999838,0.7913907284768212,0.5142267901443082,3.6673866090712743,5.647449688718133,510,754,0.016283464999986563
one-two-three-v3_101.qasm,48,94,0.022129951000010806,45,86,0.06521313499999337,0.8,0.45825756949558405,2.8135593220338984,3.451723108242088,48,88,0.0019850529999985156
mod8-10_177.qasm,375,658,0.18171150399999192,369,596,0.5063845049999998,0.7808764940239044,0.49276925889831863,3.566137566137566,5.347413596454995,390,614,0.01321587699999327
sf_276.qasm,660,1188,0.3026055180000071,627,1018,0.8605639150000002,0.7724137931034483,0.5039361515779768,3.836671802773498,5.9500601712711525,609,1025,0.027388309000002664
cm42a_207.qasm,1653,2621,0.7478951459999905,1716,2216,2.8261977120000097,0.8202127659574469,0.5692622674995528,5.5650708024275115,21.15403595374996,1797,2659,0.09057096800000863
4gt12-v1_89.qasm,198,346,0.09016880999996602,201,304,0.225260373000026,0.7692307692307693,0.5044183480232308,3.526315789473684,4.898640209310846,180,301,0.011971077999987756
pm1_249.qasm,1590,2554,0.740601115000004,1572,2298,2.579709399999956,0.8202127659574469,0.5692622674995528,5.5650708024275115,21.15403595374996,1797,2659,0.07401816399999461
mod10_171.qasm,186,334,0.16787944200001448,174,327,0.7818867610000098,0.7769784172661871,0.5095232002770007,3.0436893203883497,3.363573282071691,171,337,0.004877855000017917
decod24-v1_41.qasm,57,118,0.028278022999984387,54,113,0.08357356400000526,0.76,0.47159304490206383,2.7857142857142856,2.9026729412873293,63,121,0.0036353909999888856
4gt12-v0_88.qasm,165,286,0.2349289779999708,162,283,0.39285165799998367,0.7962962962962963,0.5047782655718152,3.2546583850931676,4.721142486091951,156,238,0.014245840999990378
rd53_138.qasm,111,143,0.07299390000002859,108,143,0.4998064090000298,1.0714285714285714,0.6507452556531642,2.0925925925925926,1.7349193440374975,114,142,0.010028733000012835
4gt4-v0_79.qasm,189,337,0.10054072600001973,186,281,0.2760915769999883,0.7954545454545454,0.5036027228672805,3.520408163265306,5.346617454124587,183,323,0.008988848000001326
alu-v3_34.qasm,45,85,0.0180224509999789,36,71,0.048805911999977525,0.8,0.4,2.0930232558139537,1.7496039882608398,33,63,0.002222587999995085
decod24-v3_45.qasm,102,204,0.04555561700004773,102,204,0.13892194499999277,0.7619047619047619,0.5028264781414971,3.165289256198347,3.5334227253472337,108,206,0.003927208999982668
4gt4-v0_80.qasm,162,269,0.09121299700001373,156,221,0.8237794940000072,0.7821782178217822,0.49958320045714316,3.4093959731543624,4.973774744157739,141,237,0.004324881000002279
mod8-10_178.qasm,294,493,0.1727112669999542,294,456,0.6485789920000116,0.7875647668393783,0.510461314476697,3.7054794520547945,5.669152056886315,303,477,0.0144021009999733
hwb4_49.qasm,171,339,0.095748728999979,171,335,0.5784325600000102,0.7985074626865671,0.4853041936683316,2.916256157635468,3.3744741277444645,165,319,0.0101028600000177
4mod5-bdd_287.qasm,66,104,0.0261141540000267,63,96,0.06820250999999189,0.7560975609756098,0.4294345576014392,2.037037037037037,1.9337448121787577,39,80,0.0018986229999882198
decod24-v0_38.qasm,30,64,0.013718580999977803,27,61,0.04074030300000686,0.7666666666666667,0.42295258468165065,2.025,1.9037791363495922,27,59,0.0021343129999991106
4gt4-v1_74.qasm,219,408,0.0967916580000292,222,339,0.2509977530000356,0.7727272727272727,0.4904639636566674,3.5657894736842106,5.603888514415187,234,378,0.006494919000033406
4gt12-v0_87.qasm,195,344,0.08384682100000873,192,333,0.27748984999999493,0.8549618320610687,0.567869157660986,3.5,6.133630945160344,195,339,0.009575500999972064
4gt12-v0_86.qasm,204,355,0.08771469600003456,201,342,0.29891564399997606,0.8592592592592593,0.5599333685619039,3.447004608294931,6.046532522343494,204,352,0.020322444000044015
4mod5-v1_23.qasm,57,109,0.024203149000015856,51,93,0.06353243499995642,0.7804878048780488,0.4139161645970035,2.2203389830508473,2.59117012119137,54,98,0.002442640999959167
sf_274.qasm,663,1193,0.2851491299999793,651,950,0.8918533940000088,0.7706422018348624,0.5181659173006583,3.825617283950617,5.913378683837751,672,1097,0.02102295099996354
4mod5-v0_18.qasm,54,101,0.022178501999974287,51,91,0.060704865999980484,0.775,0.4175823272122517,2.240740740740741,2.8863355287693926,51,92,0.003380633000006128
majority_239.qasm,483,872,0.20388828199997988,513,827,0.9326800880000405,0.7761627906976745,0.5331033945803967,4.30873786407767,6.972889342708206,441,809,0.010680395999997927
hwb5_53.qasm,1209,2033,0.6299707279999893,1185,1839,2.0328619860000003,0.7889182058047494,0.4794275843264963,3.7517123287671232,6.206492166524958,1089,1875,0.0478980479999791
ham7_104.qasm,258,447,0.11215058300001601,255,445,0.4509429940000018,0.8054054054054054,0.49316733958733155,3.580071174377224,7.391070980855517,237,430,0.008567741999968348
rd53_135.qasm,249,409,0.1478290169999923,249,410,1.318891581999992,0.8427672955974843,0.5555278660873858,3.8588235294117648,6.44461095649868,258,414,0.009047179999981836
rd32_270.qasm,57,111,0.03379505399999516,57,96,0.08558241600002248,0.7659574468085106,0.42339890940707237,2.8636363636363638,4.0033560301492335,69,104,0.0036786840000218035
cm152a_212.qasm,978,1694,0.7804670040000019,1020,1646,1.804076995999992,0.7777777777777778,0.5410383970741005,4.627431906614786,8.298674734818368,1233,1873,0.05549925200000416
4gt10-v1_81.qasm,114,220,0.05626336799997489,108,215,0.1344122620000121,0.7857142857142857,0.48968961431436037,2.9919354838709675,3.1276497610978975,111,194,0.0034780199999886463
qft_10.qasm,96,165,0.05767379799999617,96,165,0.8281545780000101,1.4285714285714286,0.8491692619108098,1.904,0.9245452936443946,174,250,0.007315195999979096
rd53_251.qasm,1140,1904,0.5634767639999723,1197,1860,2.0861067110000135,0.7921348314606742,0.531634054907444,4.789569990850869,13.01922011857037,1104,1811,0.032044485000028544
squar5_261.qasm,1860,2892,0.993519842000012,1917,2408,4.097795554000015,0.8284080076263107,0.5567108922183257,5.9742976688583385,18.46736503426742,1794,2767,0.05408819500001982
4gt4-v0_78.qasm,201,350,0.09382735699995237,201,297,0.29412424899999223,0.7956204379562044,0.5001997576353815,3.7438423645320196,5.944190276573974,195,335,0.009755955999992239
4gt13-v1_93.qasm,42,88,0.01794118099996922,42,74,0.055548136000084014,0.7692307692307693,0.5292248061679563,3.0,3.336476505491701,45,84,0.002671364999969228
4gt4-v0_73.qasm,327,596,0.14994842800001607,336,564,0.4433642559999953,0.788546255506608,0.504823518970107,3.6637426900584797,5.995692998334957,333,546,0.013917205999973703
one-two-three-v0_97.qasm,231,422,0.09827461099996526,207,359,0.28627380400007496,0.7852760736196319,0.5165046669901641,3.1538461538461537,3.5927016923223074,234,390,0.007751586000040334
rd84_142.qasm,297,383,0.1364546469999368,297,381,8.603748665000012,1.4,0.9165151389911678,2.297202797202797,2.6309998114451365,330,349,0.010622210000065024
4mod7-v1_96.qasm,123,232,0.06278357200005757,126,235,0.22499911599993538,0.7659574468085106,0.5141721690891307,2.9185185185185185,3.008757223079796,126,219,0.0050681330000088565
f2_232.qasm,1107,1800,0.5068198640000219,1116,1443,1.7711638259999063,0.7859281437125748,0.5338647428880741,4.985192497532083,15.16759866449692,1143,1727,0.04261803899998995
sym9_146.qasm,285,392,0.14991968200001793,279,392,2.823762399999964,1.1653543307086613,0.6846319722609184,2.252707581227437,2.1023542496509853,258,380,0.007086823000008735
alu-v4_36.qasm,72,151,0.03652639199992791,69,130,0.10483626899997489,0.7727272727272727,0.4860307555256194,2.8947368421052633,3.2199172405530985,69,140,0.003149236000012934
alu-bdd_288.qasm,66,115,0.026280356999905052,60,106,0.0737105740000743,0.7916666666666666,0.45452967144315476,2.9705882352941178,4.6588643789058795,69,108,0.0035682950000364144
4gt5_75.qasm,57,119,0.02520022600003813,54,101,0.07253496300006645,0.8085106382978723,0.5314891913530552,2.9565217391304346,2.9900064592470375,63,112,0.0033490990000473175
alu-v2_32.qasm,123,227,0.05206420199999684,117,200,0.13970453400008864,0.782608695652174,0.5070392952039391,2.9708029197080292,3.1296594013500303,123,237,0.004373275000034482
qft_16.qasm,384,338,0.34864611600005446,342,318,4.658852518000003,2.2857142857142856,1.2999215046945516,1.816860465116279,0.7987312055188223,537,689,0.02161137600000984
decod24-v2_43.qasm,36,73,0.015021850999914932,33,66,0.045116724000081376,0.7333333333333333,0.4422166387140533,2.076923076923077,1.6390212117432705,30,64,0.002158319999921332
cnt3-5_180.qasm,363,533,0.19830231499997808,357,491,2.649883859000056,1.0287081339712918,0.7182772824801992,2.7054455445544554,2.7637809604832384,351,559,0.010268168000038713
sqrt8_260.qasm,2832,4518,1.4463855959999137,3108,3866,5.6464641850000135,0.7920433996383364,0.5474776249072619,6.991001564945227,20.809091934406528,3108,4498,0.10659913799997867
4gt13_92.qasm,45,88,0.019877837000080945,45,75,0.05592014600006223,0.7894736842105263,0.4677997061745046,3.0925925925925926,3.2618361025571367,57,99,0.0022431129999631594
cnt3-5_179.qasm,156,168,0.07488835300000574,147,154,0.9516641689999688,1.3934426229508197,0.9103897296337587,3.523489932885906,7.271885636220807,213,238,0.0076874940000379866
ex2_227.qasm,570,967,0.24208724400000392,519,842,0.739131886999985,0.7746478873239436,0.514499157490969,4.3007518796992485,7.259668132192004,582,941,0.01959423199991761
rd73_140.qasm,195,265,0.08876359500004583,195,265,3.3120441849999906,1.1304347826086956,0.6791521457310136,2.1875,1.9648605760545286,207,275,0.007779037999966931
mod5d2_64.qasm,57,94,0.022719661999985874,45,71,0.05658008800003245,0.78125,0.41339864235384227,2.6666666666666665,2.9135697844549546,39,76,0.0024756939999406313
wim_266.qasm,879,1424,0.3827120640000885,912,1331,1.436519659000055,0.830739299610895,0.5856160397761396,4.736009732360097,13.985729349601135,933,1432,0.043708229000003485
rd53_133.qasm,471,837,0.27180640099993525,519,706,0.9808755950000432,0.7828746177370031,0.5462804386142903,4.3428571428571425,7.037276838815028,495,800,0.017890585000031933
4gt4-v0_72.qasm,216,367,0.09724223099999563,204,296,0.47687043899998116,0.8248175182481752,0.5523382310187624,3.364485981308411,5.055565127112534,216,339,0.029642029999990882
