,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,MPATH_IPS SSOnly CNOTs,MPATH_IPS SSOnly Depth,MPATH_IPS SSOnly Time,A* CNOTs,A* Depth,A* Time
4gt4-v1_74.qasm,189,352,0.10519604800037996,153,313,5.694029170000249,168,336,0.47060003400019923,162,310,0.011488581999856251
4gt12-v0_87.qasm,165,319,0.0913464440000098,135,265,8.59318859799987,147,282,0.2786896809998325,162,327,0.012050885999997263
4gt12-v0_86.qasm,174,276,0.097290977999819,138,263,7.154222170000139,162,290,0.3415155110001251,168,335,0.012753776999943511
4mod5-v1_23.qasm,54,102,0.026972890000251937,42,89,0.626689228000032,42,86,0.04158993900000496,39,82,0.007311726999887469
sf_274.qasm,543,1001,0.29583271499996044,423,866,16.33605415000011,474,907,0.8779357789999267,444,898,0.027293591999750788
4mod5-v0_18.qasm,42,90,0.03157343100019716,36,82,0.999097989999882,42,81,0.08926459199983583,42,74,0.013088910000078613
majority_239.qasm,408,790,0.315822498000216,351,707,16.042659509999794,387,742,0.935327955000048,378,777,0.02501169300012407
hwb5_53.qasm,948,1740,0.6438768620000701,744,1544,33.00118230700036,828,1591,2.4599268709998796,822,1577,0.046791255999778514
ham7_104.qasm,249,434,0.15688318799993795,189,376,11.87946508899995,213,390,0.3808534849999887,192,366,0.018225609000182885
rd53_135.qasm,219,364,0.4346596400000635,168,316,16.047078874999897,195,351,0.3234121770001366,186,349,0.016818720999708603
rd32_270.qasm,51,100,0.0345851520000906,45,100,1.3375705259995812,48,98,0.06990230000019437,45,90,0.008369059999949968
cm152a_212.qasm,882,1537,0.7436833560000196,732,1391,47.648000838999906,849,1511,1.3200447720000739,804,1460,0.04826179800011232
4gt10-v1_81.qasm,96,176,0.05444650399977036,81,168,2.6706025749999753,87,175,0.10331530399980693,93,186,0.009773497999958636
qft_10.qasm,75,158,0.06608676099995137,105,121,8.700288382000053,141,154,1.0678116710000722,96,165,0.026230371999645286
rd53_251.qasm,939,1676,0.54000195899971,765,1484,27.004502512000272,879,1559,2.0063332230001834,765,1539,0.041649267000138934
squar5_261.qasm,1470,2394,0.9303878250002526,1200,2174,58.809315919000255,1407,2366,5.241998340999999,1383,2310,0.08173176499985857
4gt4-v0_78.qasm,168,327,0.08978601800026809,126,262,3.2006238549993213,138,275,0.37717060900013166,156,311,0.011802089999946475
4gt13-v1_93.qasm,39,79,0.0206369329998779,36,79,1.31497856399983,36,77,0.03887794299953384,36,83,0.010154367000723141
4gt4-v0_73.qasm,273,508,0.27923128899965377,219,460,8.640825753000172,237,470,0.29467112200018164,237,473,0.014386673999979394
one-two-three-v0_97.qasm,189,362,0.10162442399996507,156,330,3.700526200999775,174,352,0.20175422500051354,180,335,0.012147016000199073
rd84_142.qasm,252,336,0.16608892000022024,216,242,64.59118852199936,273,276,2.492364034000275,225,320,0.013244144000054803
4mod7-v1_96.qasm,105,208,0.0539078169995264,87,189,2.3854924099996424,102,194,0.11145497299912677,93,192,0.009101231000386178
f2_232.qasm,843,1474,0.6543564820003667,702,1384,46.87702968699978,828,1474,1.4661880479998217,837,1444,0.046605644000010216
sym9_146.qasm,222,307,0.13765193299968814,198,268,27.715741232000255,225,294,1.5855977549999807,207,345,0.013925966999522643
alu-v4_36.qasm,81,142,0.04266539099990041,63,132,1.6837933380002141,69,139,0.08611968000059278,66,126,0.008085160000518954
alu-bdd_288.qasm,57,114,0.028653869999288872,48,95,1.4972070350004287,48,100,0.08724652999990212,60,99,0.009725204999995185
4gt5_75.qasm,51,109,0.026060693000545143,45,93,1.3554268240004603,48,95,0.04466237999986333,48,106,0.008551909999368945
alu-v2_32.qasm,111,221,0.058994673000597686,87,183,2.2653517969993118,102,193,0.119788611000331,87,188,0.008847438999509905
qft_16.qasm,228,345,0.21379436400002305,393,290,117.6919601160007,525,371,9.583384456000203,267,324,0.06187695900007384
decod24-v2_43.qasm,33,69,0.01900097999987338,27,62,0.08949979299995903,27,60,0.02378134399987175,27,61,0.007461937000698526
cnt3-5_180.qasm,369,474,0.22982930500074872,297,444,57.792496936000134,348,504,2.6481449650000286,294,496,0.02157591400009551
sqrt8_260.qasm,2247,3762,1.486186409999391,1908,3478,111.8231836089999,2199,3710,3.958760500000608,2091,3640,0.1190970229999948
4gt13_92.qasm,39,83,0.022530297999765025,36,69,4.782555304000198,39,74,0.05596523399981379,36,77,0.007179292999353493
cnt3-5_179.qasm,123,149,0.0921795079993899,111,130,20.861098729000332,129,152,1.0775121400001808,153,176,0.022634823999396758
ex2_227.qasm,438,784,0.22762035699997796,354,700,9.036808986999858,381,747,0.9428046000002723,375,760,0.023808199999621138
rd73_140.qasm,156,213,0.09334827300062898,129,198,15.213028612999551,153,214,0.9550898140005302,141,197,0.013339809000171954
mod5d2_64.qasm,39,74,0.022047145999749773,30,64,1.7144900849998521,33,66,0.09874781500002427,33,68,0.006503464999696007
wim_266.qasm,696,1158,0.5158021460001692,555,1030,32.88076528700003,651,1122,1.5857057869998243,624,1124,0.03867843799980619
rd53_133.qasm,399,722,0.22827652000069065,333,668,15.923279585999808,372,681,0.9765070360008394,372,677,0.021357155999794486
4gt4-v0_72.qasm,165,323,0.08971987499990064,138,278,7.983083197999804,153,289,0.3277354550000382,150,290,0.015569252999739547
