,size,depth,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std."
566,300,84,849,513,0.4628071910001381,816,360,0.8169764500003112,0.6073298429319371,0.6371966508323098,2.192982456140351,3.273704894539873
567,300,81,792,524,0.37130352500025765,705,359,0.6111755299998549,0.6363636363636364,0.6157371447338211,2.522935779816514,4.444554095290946
568,300,74,801,457,0.38242824599956293,861,373,1.2397474509998574,0.7267080745341615,0.7392087228229486,2.5043478260869567,3.282029894264082
569,300,89,840,550,0.3714644099995894,867,358,0.850414142000318,0.6737967914438503,0.6503869859042041,2.56,4.1845429857990455
570,300,104,822,543,0.31631401599997844,810,373,1.1345671069998389,0.5645933014354066,0.5592971941130128,1.8695652173913044,3.2903594071704974
571,300,70,786,461,0.48852728299971204,900,440,2.40021128699982,0.8223684210526315,0.7530811594290358,2.459016393442623,3.1678392620041804
572,300,78,738,467,0.32446917400011444,666,288,0.9608652460001395,0.6341463414634146,0.6346152112808628,2.6176470588235294,6.095713887396714
573,300,84,798,516,0.4548546380001426,903,381,0.9594437169998855,0.6559139784946236,0.6638859802336831,2.7355371900826446,5.15666718404087
574,300,65,642,424,0.31106492100025207,702,334,1.5122179320001123,0.7744360902255639,0.8461904134651683,2.1862745098039214,3.008909619964507
575,300,94,831,532,0.4544556129999364,795,379,1.4096392479996211,0.6134020618556701,0.6007090082336608,3.3559322033898304,8.754200370736147
576,300,68,795,450,0.3731401650002226,732,356,1.1207128149999335,0.8129496402877698,0.7449430988239854,2.544642857142857,3.3163243229976955
577,300,84,921,537,0.49427444499997364,855,392,1.8271435789997668,0.7484662576687117,0.720800154244148,2.46218487394958,4.224358965772675
578,300,66,651,401,0.3204066389998843,633,296,1.1729606230001082,0.8728813559322034,0.8187072299036247,2.92,5.64389936125725
579,300,76,810,458,0.48449245499978133,810,400,3.3110278799999833,0.7564102564102564,0.7542341579529604,2.7672413793103448,4.643047747978894
580,300,71,639,403,0.2996694059997935,648,315,0.8228674050001246,0.6944444444444444,0.6899856860207899,2.505050505050505,4.866653668255237
581,300,63,579,387,0.26522668200004773,624,327,2.416055693999624,0.7322834645669292,0.7881885830703745,2.188888888888889,2.8824929196962072
582,300,80,768,432,0.35265283199987607,807,364,1.0318116820003524,0.8066666666666666,0.689895322172542,2.546218487394958,3.7208201390130515
583,300,75,855,430,0.43474809100007406,789,407,1.2408800609996433,0.7564102564102564,0.7370401206053749,2.365217391304348,2.9557032115014783
584,300,104,912,608,0.39172946200005754,852,396,1.948999587000344,0.56,0.6233957188032512,1.9173553719008265,4.548338679284933
585,300,84,918,506,0.47340360799989867,849,402,1.4226974170001085,0.7191011235955056,0.6867733388735338,2.4285714285714284,3.6086944643404557
586,300,91,765,518,0.3452164810000795,804,429,0.9451247260003584,0.5660377358490566,0.6371941430478597,2.1025641025641026,4.112487997300679
587,300,79,759,467,0.414807263000057,741,329,0.8994799459997012,0.6686046511627907,0.6292782184832368,2.4601769911504423,3.1679685521537606
588,300,70,744,441,0.48372511299976395,879,412,4.220217790999868,0.7051282051282052,0.7943546704953677,3.018348623853211,4.893323763705306
589,300,77,804,490,0.4100802759999169,789,413,1.664614745000108,0.6871165644171779,0.6601865547148272,2.75,4.780603169754489
590,300,66,768,457,0.4583692690002863,795,350,1.493252246999873,0.7972972972972973,0.7794615211578235,2.3508771929824563,2.9259350166674145
